Data set,Source,Predation or Parasitism,Dim,Field?,Habitat,Fresh or Marine,Predator cellularity,Vert/invert,Major grouping 1,Major grouping 2,Predator scientific name,Predator type,Trophic level predator,Prey cellularity,Vert/invert,Major grouping 1,Major grouping 2,Prey,Prey scientific name,Prey type,Trophic level prey,Data type,Prey replaced?,Hours starved,Temp (C ),Interference,Pred per arena,2D Arena size (cm2) (bottom SA),3D arena size (cm3),Predator mass (mg),Predator mass source code,Predator mass identifier,Prey mass (mg),Prey mass source code,Prey mass identifier,Units of a,Mean R2 of fits,Fitted a (median of BS samples),CI a low,CI a hi,Fittted h (day),CI h low,CI h hi,Notes 1
2062,Simonis 2013 ECOSPHERE,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Trichocorixa verticalis,4th instar,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia pulex,non-gravid adult female,2,Raw data,N,24,18,,1,,1.00E+02,3.20E-01,Original species mass,4,5.30E-02,Original species mass,17,m^3 per pred per day,0.88,2.09E-05,1.57E-05,2.94E-05,5.11E-02,2.03E-02,8.62E-02,
2063,Simonis 2013 ECOSPHERE,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Trichocorixa verticalis,5th instar,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia pulex,non-gravid adult female,2,Raw data,N,24,18,,1,,1.00E+02,6.40E-01,Original species mass,5,5.30E-02,Original species mass,17,m^3 per pred per day,0.84,3.90E-05,2.98E-05,5.32E-05,2.66E-02,1.46E-02,3.44E-02,
2064,Simonis 2013 ECOSPHERE,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Trichocorixa verticalis,Adult,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia pulex,non-gravid adult female,2,Raw data,N,24,18,,1,,1.00E+02,1.73E+00,Original species mass,6,5.30E-02,Original species mass,17,m^3 per pred per day,0.83,6.90E-05,5.04E-05,9.41E-05,3.31E-02,2.24E-02,4.22E-02,
2065,Saha et al 2012 BIOL CONT,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Ceriagrion coromandelianum,Larva,,Metazoan,Invertebrate,Insect,Diptera,Southern house mosquito,Culex quinquefasciatus,2nd instar,,Raw data,N,24,25,,1,,5.00E+03,4.72E+01,Original species mass,1,9.00E-01,Original species mass,6,m^3 per pred per day,0.6,4.26E-03,2.94E-03,6.26E-03,1.96E-02,1.57E-02,2.28E-02,
2066,Saha et al 2012 BIOL CONT,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Ceriagrion coromandelianum,Larva,,Metazoan,Invertebrate,Insect,Diptera,Southern house mosquito,Culex quinquefasciatus,4th instar,,Raw data,N,24,25,,1,,5.00E+03,4.72E+01,Original species mass,1,2.10E+00,Original species mass,5,m^3 per pred per day,0.52,1.98E-03,1.19E-03,4.56E-03,2.76E-02,1.72E-02,4.10E-02,
2067,Saha et al 2012 BIOL CONT,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Brachydiplax chalybea,Larva,,Metazoan,Invertebrate,Insect,Diptera,Southern house mosquito,Culex quinquefasciatus,2nd instar,,Raw data,N,24,25,,1,,5.00E+03,2.85E+02,Original species mass,1,9.00E-01,Original species mass,6,m^3 per pred per day,0.52,3.31E-03,2.11E-03,5.34E-03,2.62E-02,1.87E-02,3.31E-02,
2068,Saha et al 2012 BIOL CONT,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Brachydiplax chalybea,Larva,,Metazoan,Invertebrate,Insect,Diptera,Southern house mosquito,Culex quinquefasciatus,4th instar,,Raw data,N,24,25,,1,,5.00E+03,2.85E+02,Original species mass,1,2.10E+00,Original species mass,5,m^3 per pred per day,0.6,2.56E-03,1.77E-03,4.04E-03,3.08E-02,2.16E-02,4.12E-02,
2069,Mondal et al 2017 ACTA TROP,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Anisops sardea,Adult,,Metazoan,Invertebrate,Insect,Diptera,,Anopheles stephensi,3rd instar larvae,,Mean,N,,20,,1,,4.00E+02,4.13E+00,Original species length,2,2.55E-01,Alternate species length,3,m^3 per pred per day,0.89,2.31E-04,2.00E-04,2.62E-04,2.01E-02,1.61E-02,2.31E-02,
2070,Mondal et al 2017 ACTA TROP,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Anisops sardea,Adult,,Metazoan,Invertebrate,Insect,Diptera,,Anopheles stephensi,3rd instar larvae,,Mean,N,,25,,1,,4.00E+02,4.13E+00,Original species length,2,2.55E-01,Alternate species length,3,m^3 per pred per day,0.94,2.47E-04,2.25E-04,2.72E-04,1.34E-02,1.07E-02,1.57E-02,
2071,Mondal et al 2017 ACTA TROP,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Anisops sardea,Adult,,Metazoan,Invertebrate,Insect,Diptera,,Anopheles stephensi,3rd instar larvae,,Mean,N,,30,,1,,4.00E+02,4.13E+00,Original species length,2,2.55E-01,Alternate species length,3,m^3 per pred per day,0.9,2.49E-04,2.24E-04,2.79E-04,6.36E-03,4.12E-03,8.32E-03,
2072,Mondal et al 2017 ACTA TROP,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Anisops sardea,Adult,,Metazoan,Invertebrate,Insect,Diptera,,Anopheles stephensi,3rd instar larvae,,Mean,N,,24,,1,,1.00E+02,4.13E+00,Original species length,2,2.55E-01,Alternate species length,3,m^3 per pred per day,0.91,1.12E-04,9.82E-05,1.28E-04,1.57E-02,1.30E-02,1.85E-02,
2073,Mondal et al 2017 ACTA TROP,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Anisops sardea,Adult,,Metazoan,Invertebrate,Insect,Diptera,,Anopheles stephensi,3rd instar larvae,,Mean,N,,24,,1,,2.50E+02,4.13E+00,Original species length,2,2.55E-01,Alternate species length,3,m^3 per pred per day,0.89,1.61E-04,1.31E-04,2.03E-04,1.02E-02,4.76E-03,1.72E-02,
2074,Mondal et al 2017 ACTA TROP,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Anisops sardea,Adult,,Metazoan,Invertebrate,Insect,Diptera,,Anopheles stephensi,3rd instar larvae,,Mean,N,,24,,1,,5.00E+02,4.13E+00,Original species length,2,2.55E-01,Alternate species length,3,m^3 per pred per day,0.91,4.96E-04,4.31E-04,5.68E-04,1.63E-02,1.31E-02,1.92E-02,
2075,Mondal et al 2017 ACTA TROP,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Anisops sardea,Adult,,Metazoan,Invertebrate,Insect,Diptera,,Anopheles stephensi,3rd instar larvae,,Mean,N,,24,,1,,1.00E+03,4.13E+00,Original species length,2,2.55E-01,Alternate species length,3,m^3 per pred per day,0.93,8.28E-04,7.03E-04,9.93E-04,2.05E-02,1.59E-02,2.51E-02,
2076,Colton 1987 ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Enallagma aspersum ,10th instar,,Metazoan,Invertebrate,Crustacean,Copepod,Copepod,Diaptomus spatulocrenatus,,,Mean,N,3,25,,3,,6.00E+03,3.70E+01,Original length,1,7.50E-02,Original species mass,1,m^3 per pred per day,0.69,8.89E-04,4.95E-04,1.98E-03,7.06E-02,4.39E-02,8.81E-02,
2077,Colton 1987 ECOLOGY,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Enallagma aspersum ,10th instar,3,Metazoan,Invertebrate,Crustacean,Cladoceran,Cladoceran,Simocephalus serrulatus,,2,Mean,N,3,25,,3,,6.00E+03,3.70E+01,Original length,1,3.46E-01,Original speices mass,1,m^3 per pred per day,0.56,1.85E-03,1.08E-03,2.83E-03,5.09E-02,3.41E-02,6.64E-02,
2078,Omkar and Pervez 2011 BIOC SCI TECH,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Propylea dissecta,Adult,3,Metazoan,Invertebrate,Insect,Hemiptera,,Aphis gossypii,3rd instar,2,Raw data,N,12,27,Y,2,,,1.09E+01,Alternate species length,2,6.34E-02,% adult mass,4,m^2 per pred per day,0.91,1.26E-03,1.19E-03,1.33E-03,1.31E-10,3.22E-11,6.81E-10,
2079,Omkar and Pervez 2011 BIOC SCI TECH,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Coccinella transversalis,Adult,3,Metazoan,Invertebrate,Insect,Hemiptera,,Aphis gossypii,3rd instar,2,Raw data,N,12,27,Y,2,,,1.94E+01,Alternate species mass,1,6.34E-02,% adult mass,4,m^2 per pred per day,0.83,1.55E-03,1.36E-03,1.86E-03,1.35E-03,1.11E-10,3.75E-03,
2080,Wasserman et al 2016 J PLANKT RES,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Lovenula raynerae,Adult male,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia longispina,,2,Mean,N,48,22,,1,,2.50E+02,2.10E+00,Original species length,2,2.96E-01,Original length,4,m^3 per pred per day,0.52,2.60E-04,1.70E-04,3.72E-04,1.14E-01,6.81E-02,1.50E-01,
2081,Wasserman et al 2016 J PLANKT RES,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Odonata,Paradiaptomus lamellatus,Adult male,3,Metazoan,Invertebrate,Crustacean,Cladoceran,,Daphnia longispina,,2,Mean,N,48,22,,1,,2.50E+02,3.57E-01,Original species length,1,2.96E-01,Original length,4,m^3 per pred per day,0.64,7.30E-05,5.68E-05,9.66E-05,7.10E-02,4.88E-08,1.50E-01,
2082,Livdahl 1979 EVOLUTION,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Toxorhynchites rutilus,1st instar larvae,,Metazoan,Invertebrate,Insect,Diptera,,Aedes triseriatus,1st instar larvae,,Raw data,N,36,26,,1,,1.60E+02,,,,5.71E-01,Original species length,1,m^3 per pred per day,0.35,2.79E-04,1.71E-04,5.90E-04,1.42E-01,8.81E-02,1.99E-01,
2083,Livdahl 1979 EVOLUTION,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Diptera,Toxorhynchites rutilus,1st instar larvae,,Metazoan,Invertebrate,Insect,Diptera,,Aedes triseriatus,1st instar larvae,,Raw data,N,36,26,,1,,1.60E+02,,,,5.71E-01,Original species length,1,m^3 per pred per day,0.74,2.56E-04,1.94E-04,3.63E-04,6.85E-02,5.97E-02,7.92E-02,
2084,Song and Heong 1997 RES POP ECOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Cyrtorhinus lividipennis,Adult,3,Metazoan,Invertebrate,Insect,Homoptera,,Nilaparvata lugens,egg,2,Raw data,N,28,20,,1,1.33E+02,6.64E+03,5.28E+00,Alternate species length,1,2.70E-02,Alternate species length,1,m^2.5 per pred per day,0.81,8.09E-03,6.72E-03,9.79E-03,3.40E-02,2.85E-02,3.92E-02,
2085,Song and Heong 1997 RES POP ECOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Cyrtorhinus lividipennis,Adult,3,Metazoan,Invertebrate,Insect,Homoptera,,Nilaparvata lugens,egg,2,Raw data,N,28,23,,1,1.33E+02,6.64E+03,5.28E+00,Alternate species length,1,2.70E-02,Alternate species length,1,m^2.5 per pred per day,0.85,1.05E-02,8.99E-03,1.24E-02,2.16E-02,1.79E-02,2.57E-02,
2086,Song and Heong 1997 RES POP ECOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Cyrtorhinus lividipennis,Adult,3,Metazoan,Invertebrate,Insect,Homoptera,,Nilaparvata lugens,egg,2,Raw data,N,28,26,,1,1.33E+02,6.64E+03,5.28E+00,Alternate species length,1,2.70E-02,Alternate species length,1,m^2.5 per pred per day,0.81,1.30E-02,1.11E-02,1.64E-02,2.04E-02,1.68E-02,2.44E-02,
2087,Song and Heong 1997 RES POP ECOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Cyrtorhinus lividipennis,Adult,3,Metazoan,Invertebrate,Insect,Homoptera,,Nilaparvata lugens,egg,2,Raw data,N,28,29,,1,1.33E+02,6.64E+03,5.28E+00,Alternate species length,1,2.70E-02,Alternate species length,1,m^2.5 per pred per day,0.87,1.32E-02,1.13E-02,1.53E-02,1.59E-02,1.26E-02,1.89E-02,
2088,Song and Heong 1997 RES POP ECOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Cyrtorhinus lividipennis,Adult,3,Metazoan,Invertebrate,Insect,Homoptera,,Nilaparvata lugens,egg,2,Raw data,N,28,32,,1,1.33E+02,6.64E+03,5.28E+00,Alternate species length,1,2.70E-02,Alternate species length,1,m^2.5 per pred per day,0.9,1.48E-02,1.33E-02,1.66E-02,1.50E-02,1.23E-02,1.75E-02,
2089,Song and Heong 1997 RES POP ECOL,Predator,2.5,,Terrestrial,,Metazoan,Invertebrate,Insect,Hemiptera,Cyrtorhinus lividipennis,Adult,3,Metazoan,Invertebrate,Insect,Homoptera,,Nilaparvata lugens,egg,2,Raw data,N,28,35,,1,1.33E+02,6.64E+03,5.28E+00,Alternate species length,1,2.70E-02,Alternate species length,1,m^2.5 per pred per day,0.72,1.20E-02,9.63E-03,1.58E-02,2.67E-02,2.07E-02,3.25E-02,
2090,Bazgir et al 2020 ACAROLOGIA,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius swirskii,Adult,3,Metazoan,Invertebrate,Arachnid,Mite,,Eotetranychus frosti,Eggs,2,Raw data,N,24,25,,1,1.26E+01,,5.18E-02,Average genus mass,1,,,,m^2 per pred per day,0.89,1.49E-03,1.24E-03,1.78E-03,1.63E-02,1.39E-02,1.91E-02,
2091,Bazgir et al 2020 ACAROLOGIA,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius swirskii,Adult,3,Metazoan,Invertebrate,Arachnid,Mite,,Eotetranychus frosti,larvae,2,Raw data,N,24,25,,1,1.26E+01,,5.18E-02,Average genus mass,1,,,,m^2 per pred per day,0.44,8.15E-04,6.00E-04,1.54E-03,6.69E-03,8.60E-09,2.76E-02,
2092,Bazgir et al 2020 ACAROLOGIA,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius swirskii,Adult,3,Metazoan,Invertebrate,Arachnid,Mite,,Eotetranychus frosti,Protonymph,2,Raw data,N,24,25,,1,1.26E+01,,5.18E-02,Average genus mass,1,,,,m^2 per pred per day,0.85,1.54E-03,1.23E-03,1.83E-03,3.11E-02,2.78E-02,3.48E-02,
2093,Bazgir et al 2020 ACAROLOGIA,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius swirskii,Adult,3,Metazoan,Invertebrate,Arachnid,Mite,,Eotetranychus frosti,Deutonymph,2,Raw data,N,24,25,,1,1.26E+01,,5.18E-02,Average genus mass,1,,,,m^2 per pred per day,0.41,4.32E-04,2.75E-04,8.30E-04,2.75E-02,3.69E-09,6.56E-02,
2094,Bazgir et al 2020 ACAROLOGIA,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius swirskii,Adult,3,Metazoan,Invertebrate,Arachnid,Mite,,Cenopalpus irani,Eggs,2,Raw data,N,24,25,,1,1.26E+01,,5.18E-02,Average genus mass,1,,,,m^2 per pred per day,0.9,1.66E-03,1.40E-03,1.94E-03,1.26E-02,1.07E-02,1.41E-02,
2095,Bazgir et al 2020 ACAROLOGIA,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius swirskii,Adult,3,Metazoan,Invertebrate,Arachnid,Mite,,Cenopalpus irani,larvae,2,Raw data,N,24,25,,1,1.26E+01,,5.18E-02,Average genus mass,1,,,,m^2 per pred per day,0.91,1.55E-03,1.34E-03,1.76E-03,1.88E-02,1.68E-02,2.09E-02,
2096,Bazgir et al 2020 ACAROLOGIA,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius swirskii,Adult,3,Metazoan,Invertebrate,Arachnid,Mite,,Cenopalpus irani,Protonymph,2,Raw data,N,24,25,,1,1.26E+01,,5.18E-02,Average genus mass,1,,,,m^2 per pred per day,0.86,1.59E-03,1.29E-03,1.89E-03,2.32E-02,1.95E-02,2.64E-02,
2097,Bazgir et al 2020 ACAROLOGIA,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Arachnid,Mite,Amblyseius swirskii,Adult,3,Metazoan,Invertebrate,Arachnid,Mite,,Cenopalpus irani,Deutonymph,2,Raw data,N,24,25,,1,1.26E+01,,5.18E-02,Average genus mass,1,,,,m^2 per pred per day,0.78,7.87E-04,5.75E-04,9.88E-04,3.95E-02,3.03E-02,4.72E-02,
2098,Cuthbert et al 2019 ACTA OEC,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Anisops debilis,Adult,,Metazoan,Invertebrate,Insect,Diptera,,Culex pipiens,Larvae,,Raw data,N,,25,,,,8.00E+01,6.35E+00,Original species length,1,1.35E+00,Original species length,9,m^3 per pred per day,0.92,2.09E-03,1.40E-03,2.63E-03,1.28E-03,9.58E-04,1.68E-03,Low habitat complexity
2099,Cuthbert et al 2019 ACTA OEC,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Anisops debilis,Adult,,Metazoan,Invertebrate,Insect,Diptera,,Culex pipiens,Larvae,,Raw data,N,,25,,,,8.00E+01,6.35E+00,Original species length,1,1.35E+00,Original species length,9,m^3 per pred per day,0.84,1.78E-03,1.21E-03,2.44E-03,1.74E-03,1.06E-03,2.25E-03,Medium habitat complexity
2100,Cuthbert et al 2019 ACTA OEC,Predator,3,,Aquatic,Fresh,Metazoan,Invertebrate,Insect,Hemiptera,Anisops debilis,Adult,,Metazoan,Invertebrate,Insect,Diptera,,Culex pipiens,Larvae,,Raw data,N,,25,,,,8.00E+01,6.35E+00,Original species length,1,1.35E+00,Original species length,9,m^3 per pred per day,0.93,1.50E-03,1.22E-03,1.84E-03,1.84E-03,1.40E-03,2.25E-03,High habitat complexity
2101,Omkar and Kumar 2013,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Anegleis cardoni,Fourth instar larvae,3,Metazoan,Invertebrate,Insect,Hemiptera,,Aphis gossypii,,2,Mean,N,12,27,,1,3.32E+01,,,,,3.04E-01,Average species mass,3,m^2 per pred per day,0.94,3.76E-03,3.48E-03,4.10E-03,2.68E-02,2.57E-02,2.80E-02,
2102,Omkar and Kumar 2013,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Anegleis cardoni,Adult male,3,Metazoan,Invertebrate,Insect,Hemiptera,,Aphis gossypii,,2,Mean,N,12,27,,1,3.32E+01,,,,,3.04E-01,Average species mass,3,m^2 per pred per day,0.87,3.94E-03,3.40E-03,4.67E-03,3.44E-02,3.30E-02,3.59E-02,
2103,Omkar and Kumar 2013,Predator,2,,Terrestrial,,Metazoan,Invertebrate,Insect,Coleoptera,Anegleis cardoni,Adult female,3,Metazoan,Invertebrate,Insect,Hemiptera,,Aphis gossypii,,2,Mean,N,12,27,,1,3.32E+01,,,,,3.04E-01,Average species mass,3,m^2 per pred per day,0.7,3.00E-03,2.33E-03,3.75E-03,4.64E-02,4.31E-02,5.04E-02,
2104,Anderson et al 2020 COPEIA,Predator,2,,Terrestrial,,Metazoan,Vertebrate,Amphibian,Urodela,Ambystoma opacum,Small,,Metazoan,Vertebrate,Amphibian,Anura,,Pseudacris feriarum,Larvae,,Raw data,N,,21,,1,,2.50E+02,1.30E+02,Original species mass,4,1.61E+01,Original species length,1,m^2 per pred per day,0.73,1.94E-02,1.10E-02,4.14E-02,7.71E-02,4.24E-02,9.72E-02,
2105,Anderson et al 2020 COPEIA,Predator,2,,Terrestrial,,Metazoan,Vertebrate,Amphibian,Urodela,Ambystoma opacum,Medium,,Metazoan,Vertebrate,Amphibian,Anura,,Pseudacris feriarum,Larvae,,Raw data,N,,21,,1,,2.50E+02,2.60E+02,Original species mass,3,1.61E+01,Original species length,1,m^2 per pred per day,0.53,5.23E-02,2.41E-02,5.37E-01,4.17E-02,2.66E-02,5.72E-02,
2106,Anderson et al 2020 COPEIA,Predator,2,,Terrestrial,,Metazoan,Vertebrate,Amphibian,Urodela,Ambystoma opacum,Large,,Metazoan,Vertebrate,Amphibian,Anura,,Pseudacris feriarum,Larvae,,Raw data,N,,21,,1,,2.50E+02,5.90E+02,Original species mass,2,1.61E+01,Original species length,1,m^2 per pred per day,0.93,3.60E-02,2.71E-02,5.21E-02,1.73E-02,1.08E-02,2.32E-02,
2107,Anderson et al 2020 COPEIA,Predator,2,,Terrestrial,,Metazoan,Vertebrate,Amphibian,Urodela,Siren intermedia,Small,,Metazoan,Vertebrate,Amphibian,Anura,,Rana sphenocephala,Larvae,,Raw data,N,,21,,1,,2.50E+02,1.35E+04,Original species mass,3,4.49E+01,Original species length,1,m^2 per pred per day,0.25,3.86E-03,8.74E-04,1.49E-01,2.69E-01,1.25E-08,4.08E-01,
2108,Anderson et al 2020 COPEIA,Predator,2,,Terrestrial,,Metazoan,Vertebrate,Amphibian,Urodela,Siren intermedia,Medium,,Metazoan,Vertebrate,Amphibian,Anura,,Rana sphenocephala,Larvae,,Raw data,N,,21,,1,,2.50E+02,2.36E+04,Original species mass,2,4.49E+01,Original species length,1,m^2 per pred per day,0.21,2.99E-02,6.45E-03,1.53E-01,1.51E-01,3.76E-02,3.02E-01,
2109,Anderson et al 2020 COPEIA,Predator,2,,Terrestrial,,Metazoan,Vertebrate,Amphibian,Urodela,Siren intermedia,Large,,Metazoan,Vertebrate,Amphibian,Anura,,Rana sphenocephala,Larvae,,Raw data,N,,21,,1,,2.50E+02,6.29E+04,Original species mass,1,4.49E+01,Original species length,1,m^2 per pred per day,0.15,4.41E-02,1.08E-02,1.89E-01,7.76E-02,4.36E-09,2.65E-01,
2110,Cuthbert et al 2020 ECOL EVOL,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Small,,Metazoan,Vertebrate,Fish,Perciformes,Mozambique tilapia,Oreochromis mossambicus,small,,Raw data,N,72,18,,1,,1.30E+04,1.65E+03,Original species mass,3,1.80E+01,Original species mass,3,m^3 per pred per day,0.53,2.74E-01,7.92E-02,7.11E-01,4.77E-03,2.15E-03,7.72E-03,
2111,Cuthbert et al 2020 ECOL EVOL,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Medium,,Metazoan,Vertebrate,Fish,Perciformes,Mozambique tilapia,Oreochromis mossambicus,small,,Raw data,N,72,18,,1,,1.94E+04,5.45E+03,Original species mass,2,1.80E+01,Original species mass,3,m^3 per pred per day,0.41,2.15E-01,1.26E-01,1.64E+00,2.64E-04,1.79E-11,6.10E-03,
2112,Cuthbert et al 2020 ECOL EVOL,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Large,,Metazoan,Vertebrate,Fish,Perciformes,Mozambique tilapia,Oreochromis mossambicus,small,,Raw data,N,72,18,,1,,2.57E+04,1.23E+04,Original species mass,1,1.80E+01,Original species mass,3,m^3 per pred per day,0.92,9.88E-01,5.22E-01,1.79E+00,6.31E-04,3.54E-11,8.84E-04,
2113,Cuthbert et al 2020 ECOL EVOL,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Micropterus salmoides,Small,,Metazoan,Vertebrate,Fish,Perciformes,Mozambique tilapia,Oreochromis mossambicus,small,,Raw data,N,72,18,,1,,1.30E+04,1.65E+03,Original species mass,4,1.80E+01,Original species mass,3,m^3 per pred per day,0.52,7.32E-01,4.09E-01,1.21E+00,2.20E-03,8.76E-04,3.27E-03,
2114,Cuthbert et al 2020 ECOL EVOL,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Micropterus salmoides,Medium,,Metazoan,Vertebrate,Fish,Perciformes,Mozambique tilapia,Oreochromis mossambicus,small,,Raw data,N,72,18,,1,,1.94E+04,5.45E+03,Original species mass,5,1.80E+01,Original species mass,3,m^3 per pred per day,0.85,6.09E-01,3.57E-01,9.95E-01,5.10E-04,1.63E-11,1.00E-03,
2115,Cuthbert et al 2020 ECOL EVOL,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Micropterus salmoides,Large,,Metazoan,Vertebrate,Fish,Perciformes,Mozambique tilapia,Oreochromis mossambicus,small,,Raw data,N,72,18,,1,,2.57E+04,1.23E+04,Original species mass,6,1.80E+01,Original species mass,3,m^3 per pred per day,0.82,6.63E-01,4.77E-01,1.01E+00,1.44E-10,5.97E-12,6.08E-04,
2116,Cuthbert et al 2020 ECOL EVOL,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Small,,Metazoan,Vertebrate,Fish,Perciformes,Mozambique tilapia,Oreochromis mossambicus,medium,,Raw data,N,72,18,,1,,1.30E+04,1.65E+03,Original species mass,3,3.50E+01,Original species mass,2,m^3 per pred per day,0.07,2.92E-01,3.38E-02,4.84E+00,1.89E-02,1.55E-08,3.52E-02,
2117,Cuthbert et al 2020 ECOL EVOL,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Medium,,Metazoan,Vertebrate,Fish,Perciformes,Mozambique tilapia,Oreochromis mossambicus,medium,,Raw data,N,72,18,,1,,1.94E+04,5.45E+03,Original species mass,2,3.50E+01,Original species mass,2,m^3 per pred per day,0.16,6.13E-01,1.33E-01,2.63E+00,1.29E-02,6.46E-03,1.88E-02,
2118,Cuthbert et al 2020 ECOL EVOL,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Lepomis macrochirus,Large,,Metazoan,Vertebrate,Fish,Perciformes,Mozambique tilapia,Oreochromis mossambicus,medium,,Raw data,N,72,18,,1,,2.57E+04,1.23E+04,Original species mass,1,3.50E+01,Original species mass,2,m^3 per pred per day,0.2,1.77E+00,5.42E-01,3.57E+00,5.29E-03,1.98E-03,8.97E-03,
2119,Cuthbert et al 2020 ECOL EVOL,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Micropterus salmoides,Small,,Metazoan,Vertebrate,Fish,Perciformes,Mozambique tilapia,Oreochromis mossambicus,medium,,Raw data,N,72,18,,1,,1.30E+04,1.65E+03,Original species mass,4,3.50E+01,Original species mass,2,m^3 per pred per day,0.33,1.14E+00,6.14E-01,2.23E+00,6.70E-03,4.60E-03,1.04E-02,
2120,Cuthbert et al 2020 ECOL EVOL,Predator,3,,Aquatic,Fresh,Metazoan,Vertebrate,Fish,Perciformes,Micropterus salmoides,Medium,,Metazoan,Vertebrate,Fish,Perciformes,Mozambique tilapia,Oreochromis mossambicus,medium,,Raw data,N,72,18,,1,,1.94E+04,5.45E+03,Original species mass,5,3.50E+01,Original species mass,2,m^3 per pred per day,0.37,7.55E-01,2.74E-01,2.55E+00,2.16E-03,1.56E-10,6.32E-03,
